global_round,sha_pass,compression_index,local_round,comparison,max_abs_feature,mean_rank_biserial,multiple_looks_status
190,2,0,62,VERY_GOOD_vs_RANDOM_CONTROL,state_f_before_normalized,0.604187,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
191,2,0,63,VERY_GOOD_vs_RANDOM_CONTROL,state_g_before_normalized,0.604187,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
0,1,0,0,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
1,1,0,1,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
2,1,0,2,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
3,1,0,3,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
4,1,0,4,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
5,1,0,5,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
6,1,0,6,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
7,1,0,7,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
8,1,0,8,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
9,1,0,9,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
10,1,0,10,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
11,1,0,11,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
12,1,0,12,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
13,1,0,13,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
14,1,0,14,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
15,1,0,15,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
16,1,0,16,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
17,1,0,17,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
18,1,0,18,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
19,1,0,19,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
20,1,0,20,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
21,1,0,21,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
22,1,0,22,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
23,1,0,23,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
24,1,0,24,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
25,1,0,25,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
26,1,0,26,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
27,1,0,27,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
28,1,0,28,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
29,1,0,29,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
30,1,0,30,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
31,1,0,31,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
32,1,0,32,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
33,1,0,33,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
34,1,0,34,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
35,1,0,35,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
36,1,0,36,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
37,1,0,37,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
38,1,0,38,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
39,1,0,39,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
40,1,0,40,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
41,1,0,41,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
42,1,0,42,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
43,1,0,43,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
44,1,0,44,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
45,1,0,45,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
46,1,0,46,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
47,1,0,47,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
48,1,0,48,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
49,1,0,49,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
50,1,0,50,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
51,1,0,51,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
52,1,0,52,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
53,1,0,53,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
54,1,0,54,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
55,1,0,55,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
56,1,0,56,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
57,1,0,57,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
58,1,0,58,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
59,1,0,59,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
60,1,0,60,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
61,1,0,61,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
62,1,0,62,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
63,1,0,63,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
64,1,1,0,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
65,1,1,1,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
66,1,1,2,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
67,1,1,3,GOOD_vs_RANDOM_CONTROL,new_e_carry_count,0.026016,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
68,1,1,4,GOOD_vs_RANDOM_CONTROL,T2_chain_count,0.037882,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
69,1,1,5,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,0.042247,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
70,1,1,6,GOOD_vs_RANDOM_CONTROL,Ch_popcount,0.041997,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
71,1,1,7,GOOD_vs_RANDOM_CONTROL,state_g_before_popcount,0.040126,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
72,1,1,8,GOOD_vs_RANDOM_CONTROL,Maj_normalized,-0.040756,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
73,1,1,9,GOOD_vs_RANDOM_CONTROL,new_e_maximum_chain,-0.044179,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
74,1,1,10,GOOD_vs_RANDOM_CONTROL,state_d_before_popcount,-0.038381,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
75,1,1,11,GOOD_vs_RANDOM_CONTROL,Sigma0_popcount,-0.039881,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
76,1,1,12,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,0.065196,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
77,1,1,13,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,-0.051631,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
78,1,1,14,GOOD_vs_RANDOM_CONTROL,state_e_before_bit_transitions,-0.055450,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
79,1,1,15,GOOD_vs_RANDOM_CONTROL,state_f_before_bit_transitions,-0.055450,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
80,1,1,16,GOOD_vs_RANDOM_CONTROL,state_g_before_bit_transitions,-0.055450,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
81,1,1,17,GOOD_vs_RANDOM_CONTROL,state_h_before_bit_transitions,-0.055450,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
82,1,1,18,GOOD_vs_RANDOM_CONTROL,state_d_before_bit_transitions,-0.045031,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
83,1,1,19,GOOD_vs_RANDOM_CONTROL,Maj_popcount,0.034309,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
84,1,1,20,GOOD_vs_RANDOM_CONTROL,W_popcount,-0.038251,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
85,1,1,21,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.037422,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
86,1,1,22,GOOD_vs_RANDOM_CONTROL,new_a_carry_count,0.055542,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
87,1,1,23,GOOD_vs_RANDOM_CONTROL,state_e_before_normalized,-0.053406,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
88,1,1,24,GOOD_vs_RANDOM_CONTROL,Ch_normalized,-0.054316,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
89,1,1,25,GOOD_vs_RANDOM_CONTROL,Ch_popcount,-0.054143,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
90,1,1,26,GOOD_vs_RANDOM_CONTROL,Sigma0_bit_transitions,0.058268,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
91,1,1,27,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,0.035934,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
92,1,1,28,GOOD_vs_RANDOM_CONTROL,W_popcount,0.039686,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
93,1,1,29,GOOD_vs_RANDOM_CONTROL,Sigma0_bit_transitions,-0.038193,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
94,1,1,30,GOOD_vs_RANDOM_CONTROL,T1_bit_transitions,-0.038264,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
95,1,1,31,GOOD_vs_RANDOM_CONTROL,Sigma0_popcount,-0.040543,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
96,1,1,32,GOOD_vs_RANDOM_CONTROL,T1_popcount,-0.051084,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
97,1,1,33,GOOD_vs_RANDOM_CONTROL,T2_bit_transitions,-0.042219,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
98,1,1,34,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.039101,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
99,1,1,35,GOOD_vs_RANDOM_CONTROL,Sigma1_popcount,-0.053810,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
100,1,1,36,GOOD_vs_RANDOM_CONTROL,Maj_bit_transitions,0.049110,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
101,1,1,37,GOOD_vs_RANDOM_CONTROL,new_a_maximum_chain,-0.045827,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
102,1,1,38,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.037771,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
103,1,1,39,GOOD_vs_RANDOM_CONTROL,T2_normalized,0.041870,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
104,1,1,40,GOOD_vs_RANDOM_CONTROL,state_h_before_normalized,-0.035884,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
105,1,1,41,GOOD_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.038696,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
106,1,1,42,GOOD_vs_RANDOM_CONTROL,state_b_before_bit_transitions,0.038696,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
107,1,1,43,GOOD_vs_RANDOM_CONTROL,W_bit_transitions,0.040657,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
108,1,1,44,GOOD_vs_RANDOM_CONTROL,state_b_before_bit_transitions,-0.038946,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
109,1,1,45,GOOD_vs_RANDOM_CONTROL,state_c_before_bit_transitions,-0.038946,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
110,1,1,46,GOOD_vs_RANDOM_CONTROL,Sigma0_popcount,-0.055649,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
111,1,1,47,GOOD_vs_RANDOM_CONTROL,state_a_before_normalized,-0.043488,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
112,1,1,48,GOOD_vs_RANDOM_CONTROL,state_b_before_normalized,-0.043488,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
113,1,1,49,GOOD_vs_RANDOM_CONTROL,new_e_carry_count,-0.044604,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
114,1,1,50,GOOD_vs_RANDOM_CONTROL,Sigma0_normalized,0.052938,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
115,1,1,51,GOOD_vs_RANDOM_CONTROL,new_e_maximum_chain,0.041367,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
116,1,1,52,GOOD_vs_RANDOM_CONTROL,new_a_carry_count,-0.042620,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
117,1,1,53,GOOD_vs_RANDOM_CONTROL,T1_bit_transitions,0.047788,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
118,1,1,54,GOOD_vs_RANDOM_CONTROL,T1_bit_transitions,0.040911,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
119,1,1,55,GOOD_vs_RANDOM_CONTROL,Sigma1_normalized,0.048986,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
120,1,1,56,GOOD_vs_RANDOM_CONTROL,T1_bit_transitions,0.041150,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
121,1,1,57,GOOD_vs_RANDOM_CONTROL,W_normalized,-0.034037,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
122,1,1,58,GOOD_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.034785,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
123,1,1,59,GOOD_vs_RANDOM_CONTROL,T1_bit_transitions,-0.043414,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
124,1,1,60,GOOD_vs_RANDOM_CONTROL,Sigma0_normalized,0.044576,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
125,1,1,61,GOOD_vs_RANDOM_CONTROL,Ch_popcount,-0.054362,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
126,1,1,62,GOOD_vs_RANDOM_CONTROL,state_c_before_bit_transitions,0.038282,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
127,1,1,63,GOOD_vs_RANDOM_CONTROL,Sigma0_popcount,-0.038854,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
128,2,0,0,GOOD_vs_RANDOM_CONTROL,new_a_carry_count,-0.034943,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
129,2,0,1,GOOD_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.042933,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
130,2,0,2,GOOD_vs_RANDOM_CONTROL,W_popcount,-0.045359,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
131,2,0,3,GOOD_vs_RANDOM_CONTROL,state_c_before_bit_transitions,0.042933,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
132,2,0,4,GOOD_vs_RANDOM_CONTROL,T2_carry_count,-0.058322,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
133,2,0,5,GOOD_vs_RANDOM_CONTROL,Sigma0_normalized,-0.049383,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
134,2,0,6,GOOD_vs_RANDOM_CONTROL,Sigma0_normalized,-0.046697,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
135,2,0,7,GOOD_vs_RANDOM_CONTROL,state_a_before_popcount,0.036260,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
136,2,0,8,GOOD_vs_RANDOM_CONTROL,state_b_before_popcount,0.036260,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
137,2,0,9,GOOD_vs_RANDOM_CONTROL,Maj_popcount,0.044917,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
138,2,0,10,GOOD_vs_RANDOM_CONTROL,T2_bit_transitions,-0.038940,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
139,2,0,11,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,-0.043579,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
140,2,0,12,GOOD_vs_RANDOM_CONTROL,Maj_bit_transitions,-0.056630,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
141,2,0,13,GOOD_vs_RANDOM_CONTROL,Ch_popcount,-0.051575,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
142,2,0,14,GOOD_vs_RANDOM_CONTROL,Sigma0_bit_transitions,-0.065809,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
143,2,0,15,GOOD_vs_RANDOM_CONTROL,state_d_before_popcount,-0.047661,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
144,2,0,16,GOOD_vs_RANDOM_CONTROL,state_e_before_normalized,-0.042679,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
145,2,0,17,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.049797,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
146,2,0,18,GOOD_vs_RANDOM_CONTROL,state_e_before_normalized,-0.044154,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
147,2,0,19,GOOD_vs_RANDOM_CONTROL,T2_popcount,0.044235,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
148,2,0,20,GOOD_vs_RANDOM_CONTROL,T2_maximum_chain,0.049146,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
149,2,0,21,GOOD_vs_RANDOM_CONTROL,T2_maximum_chain,0.063438,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
150,2,0,22,GOOD_vs_RANDOM_CONTROL,state_c_before_popcount,0.048355,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
151,2,0,23,GOOD_vs_RANDOM_CONTROL,state_d_before_popcount,0.048355,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
152,2,0,24,GOOD_vs_RANDOM_CONTROL,state_f_before_popcount,-0.047732,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
