global_round,sha_pass,compression_index,local_round,comparison,max_abs_feature,mean_rank_biserial,multiple_looks_status
153,2,0,25,GOOD_vs_RANDOM_CONTROL,state_g_before_popcount,-0.047732,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
154,2,0,26,GOOD_vs_RANDOM_CONTROL,state_h_before_popcount,-0.047732,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
155,2,0,27,GOOD_vs_RANDOM_CONTROL,Sigma1_bit_transitions,0.046628,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
156,2,0,28,GOOD_vs_RANDOM_CONTROL,T1_chain_count,0.037470,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
157,2,0,29,GOOD_vs_RANDOM_CONTROL,state_e_before_bit_transitions,0.049240,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
158,2,0,30,GOOD_vs_RANDOM_CONTROL,state_f_before_bit_transitions,0.049240,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
159,2,0,31,GOOD_vs_RANDOM_CONTROL,Sigma0_normalized,0.049810,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
160,2,0,32,GOOD_vs_RANDOM_CONTROL,state_h_before_bit_transitions,0.049240,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
161,2,0,33,GOOD_vs_RANDOM_CONTROL,state_f_before_normalized,0.048075,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
162,2,0,34,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,0.048459,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
163,2,0,35,GOOD_vs_RANDOM_CONTROL,state_h_before_normalized,0.048075,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
164,2,0,36,GOOD_vs_RANDOM_CONTROL,state_e_before_popcount,0.044403,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
165,2,0,37,GOOD_vs_RANDOM_CONTROL,new_e_carry_count,-0.046964,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
166,2,0,38,GOOD_vs_RANDOM_CONTROL,new_e_maximum_chain,0.055875,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
167,2,0,39,GOOD_vs_RANDOM_CONTROL,new_e_maximum_chain,0.058640,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
168,2,0,40,GOOD_vs_RANDOM_CONTROL,state_g_before_popcount,0.051921,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
169,2,0,41,GOOD_vs_RANDOM_CONTROL,state_h_before_popcount,0.051921,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
170,2,0,42,GOOD_vs_RANDOM_CONTROL,T2_bit_transitions,0.040929,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
171,2,0,43,GOOD_vs_RANDOM_CONTROL,T1_normalized,-0.038279,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
172,2,0,44,GOOD_vs_RANDOM_CONTROL,Ch_popcount,0.041300,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
173,2,0,45,GOOD_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.038795,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
174,2,0,46,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,0.052330,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
175,2,0,47,GOOD_vs_RANDOM_CONTROL,state_c_before_bit_transitions,0.038795,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
176,2,0,48,GOOD_vs_RANDOM_CONTROL,new_a_chain_count,-0.065997,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
177,2,0,49,GOOD_vs_RANDOM_CONTROL,state_e_before_bit_transitions,0.045672,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
178,2,0,50,GOOD_vs_RANDOM_CONTROL,state_f_before_bit_transitions,0.045672,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
179,2,0,51,GOOD_vs_RANDOM_CONTROL,state_a_before_popcount,0.057490,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
180,2,0,52,GOOD_vs_RANDOM_CONTROL,state_b_before_popcount,0.057490,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
181,2,0,53,GOOD_vs_RANDOM_CONTROL,state_c_before_popcount,0.057490,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
182,2,0,54,GOOD_vs_RANDOM_CONTROL,state_d_before_popcount,0.057490,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
183,2,0,55,GOOD_vs_RANDOM_CONTROL,state_f_before_bit_transitions,0.038035,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
184,2,0,56,GOOD_vs_RANDOM_CONTROL,state_a_before_popcount,-0.040588,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
185,2,0,57,GOOD_vs_RANDOM_CONTROL,state_b_before_popcount,-0.040588,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
186,2,0,58,GOOD_vs_RANDOM_CONTROL,Sigma0_popcount,-0.047412,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
187,2,0,59,GOOD_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.042084,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
188,2,0,60,GOOD_vs_RANDOM_CONTROL,new_e_carry_count,-0.209104,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
189,2,0,61,GOOD_vs_RANDOM_CONTROL,state_e_before_bit_transitions,-0.564318,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
190,2,0,62,GOOD_vs_RANDOM_CONTROL,state_f_before_bit_transitions,-0.564318,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
191,2,0,63,GOOD_vs_RANDOM_CONTROL,state_g_before_bit_transitions,-0.564318,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
0,1,0,0,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
1,1,0,1,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
2,1,0,2,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
3,1,0,3,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
4,1,0,4,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
5,1,0,5,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
6,1,0,6,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
7,1,0,7,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
8,1,0,8,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
9,1,0,9,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
10,1,0,10,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
11,1,0,11,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
12,1,0,12,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
13,1,0,13,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
14,1,0,14,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
15,1,0,15,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
16,1,0,16,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
17,1,0,17,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
18,1,0,18,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
19,1,0,19,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
20,1,0,20,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
21,1,0,21,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
22,1,0,22,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
23,1,0,23,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
24,1,0,24,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
25,1,0,25,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
26,1,0,26,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
27,1,0,27,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
28,1,0,28,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
29,1,0,29,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
30,1,0,30,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
31,1,0,31,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
32,1,0,32,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
33,1,0,33,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
34,1,0,34,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
35,1,0,35,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
36,1,0,36,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
37,1,0,37,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
38,1,0,38,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
39,1,0,39,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
40,1,0,40,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
41,1,0,41,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
42,1,0,42,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
43,1,0,43,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
44,1,0,44,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
45,1,0,45,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
46,1,0,46,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
47,1,0,47,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
48,1,0,48,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
49,1,0,49,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
50,1,0,50,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
51,1,0,51,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
52,1,0,52,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
53,1,0,53,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
54,1,0,54,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
55,1,0,55,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
56,1,0,56,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
57,1,0,57,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
58,1,0,58,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
59,1,0,59,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
60,1,0,60,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
61,1,0,61,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
62,1,0,62,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
63,1,0,63,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
64,1,1,0,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
65,1,1,1,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
66,1,1,2,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.000000,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
67,1,1,3,T20_CONTROL_vs_RANDOM_CONTROL,T1_bit_transitions,-0.024858,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
68,1,1,4,T20_CONTROL_vs_RANDOM_CONTROL,new_e_chain_count,0.031643,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
69,1,1,5,T20_CONTROL_vs_RANDOM_CONTROL,T2_normalized,0.050465,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
70,1,1,6,T20_CONTROL_vs_RANDOM_CONTROL,new_a_maximum_chain,0.043604,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
71,1,1,7,T20_CONTROL_vs_RANDOM_CONTROL,T2_bit_transitions,0.056589,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
72,1,1,8,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_normalized,-0.042988,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
73,1,1,9,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,-0.039152,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
74,1,1,10,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,-0.036304,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
75,1,1,11,T20_CONTROL_vs_RANDOM_CONTROL,T1_chain_count,0.047438,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
76,1,1,12,T20_CONTROL_vs_RANDOM_CONTROL,T2_normalized,-0.044857,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
77,1,1,13,T20_CONTROL_vs_RANDOM_CONTROL,Sigma0_popcount,0.037355,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
78,1,1,14,T20_CONTROL_vs_RANDOM_CONTROL,Maj_bit_transitions,-0.049179,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
79,1,1,15,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_normalized,-0.034317,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
80,1,1,16,T20_CONTROL_vs_RANDOM_CONTROL,T2_carry_count,0.039295,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
81,1,1,17,T20_CONTROL_vs_RANDOM_CONTROL,T2_bit_transitions,0.033440,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
82,1,1,18,T20_CONTROL_vs_RANDOM_CONTROL,state_f_before_bit_transitions,0.031847,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
83,1,1,19,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_normalized,0.051598,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
84,1,1,20,T20_CONTROL_vs_RANDOM_CONTROL,state_b_before_normalized,0.051598,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
85,1,1,21,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_normalized,0.051598,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
86,1,1,22,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_normalized,0.051598,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
87,1,1,23,T20_CONTROL_vs_RANDOM_CONTROL,T2_maximum_chain,0.037577,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
88,1,1,24,T20_CONTROL_vs_RANDOM_CONTROL,Ch_normalized,-0.038952,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
89,1,1,25,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_bit_transitions,0.062017,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
90,1,1,26,T20_CONTROL_vs_RANDOM_CONTROL,state_b_before_bit_transitions,0.062017,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
91,1,1,27,T20_CONTROL_vs_RANDOM_CONTROL,T2_popcount,-0.072317,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
92,1,1,28,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_bit_transitions,0.062017,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
93,1,1,29,T20_CONTROL_vs_RANDOM_CONTROL,Maj_bit_transitions,-0.040174,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
94,1,1,30,T20_CONTROL_vs_RANDOM_CONTROL,state_h_before_bit_transitions,0.037104,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
95,1,1,31,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_normalized,-0.034317,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
96,1,1,32,T20_CONTROL_vs_RANDOM_CONTROL,Ch_bit_transitions,0.045595,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
97,1,1,33,T20_CONTROL_vs_RANDOM_CONTROL,state_g_before_bit_transitions,0.030884,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
98,1,1,34,T20_CONTROL_vs_RANDOM_CONTROL,state_a_before_bit_transitions,-0.045021,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
99,1,1,35,T20_CONTROL_vs_RANDOM_CONTROL,W_normalized,-0.052780,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
100,1,1,36,T20_CONTROL_vs_RANDOM_CONTROL,state_c_before_bit_transitions,-0.045021,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
101,1,1,37,T20_CONTROL_vs_RANDOM_CONTROL,state_d_before_bit_transitions,-0.045021,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
102,1,1,38,T20_CONTROL_vs_RANDOM_CONTROL,Sigma1_bit_transitions,-0.045509,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
103,1,1,39,T20_CONTROL_vs_RANDOM_CONTROL,Ch_bit_transitions,-0.046896,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
104,1,1,40,T20_CONTROL_vs_RANDOM_CONTROL,state_f_before_bit_transitions,-0.044271,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
105,1,1,41,T20_CONTROL_vs_RANDOM_CONTROL,state_g_before_bit_transitions,-0.044271,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
106,1,1,42,T20_CONTROL_vs_RANDOM_CONTROL,state_h_before_bit_transitions,-0.044271,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
107,1,1,43,T20_CONTROL_vs_RANDOM_CONTROL,T2_chain_count,-0.041061,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
108,1,1,44,T20_CONTROL_vs_RANDOM_CONTROL,T2_bit_transitions,0.035206,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
109,1,1,45,T20_CONTROL_vs_RANDOM_CONTROL,T1_carry_count,-0.047213,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
110,1,1,46,T20_CONTROL_vs_RANDOM_CONTROL,W_bit_transitions,0.039125,DESCRIPTIVE_MULTIPLE_LOOKS_UNADJUSTED_NOT_EVIDENCE
