global_round,sha_pass,compression_index,local_round,feature,comparison,prevhash_count,bje_count,mean_rank_biserial,median_rank_biserial,bootstrap_ci_low,bootstrap_ci_high,mean_ks
0,1,0,0,new_a_chain_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
0,1,0,0,new_a_carry_mask_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_a_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_a_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_a_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_b_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_b_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_b_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_c_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_c_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_c_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_d_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_d_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_d_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_e_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_e_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_e_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_f_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_f_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_f_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_g_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_g_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_g_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_h_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_h_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,state_h_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,W_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,W_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,W_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma0_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma0_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma0_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma1_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma1_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Sigma1_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Ch_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Ch_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Ch_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Maj_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Maj_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,Maj_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_carry_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_maximum_chain,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_chain_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T1_carry_mask_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_carry_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_maximum_chain,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_chain_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,T2_carry_mask_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_e_carry_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_e_maximum_chain,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_e_chain_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_e_carry_mask_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_a_carry_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_a_maximum_chain,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_a_chain_count,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,1,new_a_carry_mask_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_a_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_a_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_a_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_b_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_b_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_b_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_c_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_c_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_c_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_d_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_d_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_d_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_e_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_e_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_e_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_f_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_f_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_f_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_g_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_g_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_g_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_h_before_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_h_before_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,state_h_before_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,W_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,W_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,W_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,Sigma0_normalized,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,Sigma0_popcount,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
2,1,0,2,Sigma0_bit_transitions,EXTREME_vs_RANDOM_CONTROL,4,8,0.000000,0.000000,0.000000,0.000000,0.000000
